Country,Date,Event,Event Type
Chile,2020-03-18,International travel [3]: Ban on high-risk regions,International travel
Chile,2020-03-21,Workplace closure [2]: required closing for some,Workplace closure
Chile,2020-03-25,Internal movement [2]: required restriction,Internal movement
Chile,2020-03-25,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Chile,2020-03-25,Stay at home [2]: required with exception,Stay at home
Chile,2020-05-15,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Chile,2020-05-15,Stay at home [3]: required with minimal exception,Stay at home
Chile,2020-05-15,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Chile,2020-07-03,Public transport [2]: required closure,Public transport
Chile,2020-08-01,International travel [4]: Total border closure,International travel
Chile,2020-08-10,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
China,2020-01-01,Internal movement [0]: no measures,Internal movement
China,2020-01-01,International travel [0]: no measures,International travel
China,2020-01-01,Public campaign [0]: no measures,Public campaign
China,2020-01-01,Public events [0]: no measures,Public events
China,2020-01-01,Public gatherings [0]: no measures,Public gatherings
China,2020-01-01,Public transport [0]: no measures,Public transport
China,2020-01-01,School closure [0]: no measures,School closure
China,2020-01-01,Stay at home [0]: no measures,Stay at home
China,2020-01-01,Workplace closure [0]: no measures,Workplace closure
China,2020-01-05,Public campaign [1]: public officials urging caution,Public campaign
China,2020-01-15,Public campaign [2]: coordinated public information campaign,Public campaign
China,2020-01-22,Public events [2]: required cancellation,Public events
China,2020-01-22,Public gatherings [4]: restrictions less than 10 people,Public gatherings
China,2020-01-23,Internal movement [2]: required restriction,Internal movement
China,2020-01-23,Public transport [2]: required closure,Public transport
China,2020-01-23,Stay at home [1]: recommended,Stay at home
China,2020-01-26,School closure [3]: required closing for all,School closure
China,2020-01-26,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
China,2020-02-01,Stay at home [3]: required with minimal exception,Stay at home
China,2020-02-25,International travel [2]: Quarantine arrivals from high-risk regions,International travel
China,2020-03-26,International travel [3]: Ban on high-risk regions,International travel
China,2020-03-28,Public transport [0]: no measures,Public transport
China,2020-04-03,Workplace closure [2]: required closing for some,Workplace closure
China,2020-04-08,Internal movement [1]: recommended refrain,Internal movement
China,2020-04-08,Stay at home [1]: recommended,Stay at home
China,2020-05-10,Internal movement [2]: required restriction,Internal movement
China,2020-05-10,Public transport [2]: required closure,Public transport
China,2020-05-10,Stay at home [3]: required with minimal exception,Stay at home
China,2020-05-10,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
China,2020-06-03,School closure [2]: required closing for some,School closure
China,2020-06-16,School closure [3]: required closing for all,School closure
China,2020-09-06,School closure [2]: required closing for some,School closure
China,2020-09-15,School closure [3]: required closing for all,School closure
China,2020-09-21,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
China,2020-09-21,Workplace closure [2]: required closing for some,Workplace closure
China,2020-09-22,School closure [2]: required closing for some,School closure
China,2020-09-23,Public transport [0]: no measures,Public transport
China,2020-09-26,Stay at home [0]: no measures,Stay at home
Colombia,2020-01-01,Internal movement [0]: no measures,Internal movement
Colombia,2020-01-01,International travel [0]: no measures,International travel
Colombia,2020-01-01,Public campaign [0]: no measures,Public campaign
Colombia,2020-01-01,Public events [0]: no measures,Public events
Colombia,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Colombia,2020-01-01,School closure [0]: no measures,School closure
Colombia,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Colombia,2020-01-21,Public campaign [2]: coordinated public information campaign,Public campaign
Colombia,2020-02-24,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Colombia,2020-03-12,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Colombia,2020-03-12,Public events [2]: required cancellation,Public events
Colombia,2020-03-12,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Colombia,2020-03-16,School closure [3]: required closing for all,School closure
Colombia,2020-03-17,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Colombia,2020-03-23,International travel [3]: Ban on high-risk regions,International travel
Colombia,2020-03-25,Internal movement [2]: required restriction,Internal movement
Colombia,2020-03-25,International travel [4]: Total border closure,International travel
Colombia,2020-03-25,Public transport [1]: recommended closure or volume reduction,Public transport
Colombia,2020-03-25,Stay at home [2]: required with exception,Stay at home
Colombia,2020-03-25,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Colombia,2020-04-14,Workplace closure [2]: required closing for some,Workplace closure
Colombia,2020-04-24,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Colombia,2020-04-27,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Colombia,2020-05-06,Workplace closure [2]: required closing for some,Workplace closure
Colombia,2020-07-14,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Colombia,2020-09-01,Internal movement [1]: recommended refrain,Internal movement
Colombia,2020-09-01,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Colombia,2020-09-01,Stay at home [1]: recommended,Stay at home
Colombia,2020-09-01,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Colombia,2020-10-19,Public events [1]: recommended cancellation,Public events
Congo,2020-01-01,Internal movement [0]: no measures,Internal movement
Congo,2020-01-01,International travel [0]: no measures,International travel
Congo,2020-01-01,Public campaign [0]: no measures,Public campaign
Congo,2020-01-01,Public events [0]: no measures,Public events
Congo,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Congo,2020-01-01,Public transport [0]: no measures,Public transport
Congo,2020-01-01,School closure [0]: no measures,School closure
Congo,2020-01-01,Stay at home [0]: no measures,Stay at home
Congo,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Congo,2020-03-03,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Congo,2020-03-15,Public campaign [1]: public officials urging caution,Public campaign
Congo,2020-03-21,International travel [4]: Total border closure,International travel
Congo,2020-03-28,Internal movement [2]: required restriction,Internal movement
Congo,2020-03-28,Public events [2]: required cancellation,Public events
Congo,2020-03-28,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Congo,2020-03-28,School closure [3]: required closing for all,School closure
Congo,2020-03-28,Stay at home [3]: required with minimal exception,Stay at home
Congo,2020-03-28,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Congo,2020-03-30,Public campaign [2]: coordinated public information campaign,Public campaign
Congo,2020-03-31,Public transport [2]: required closure,Public transport
Congo,2020-05-18,School closure [2]: required closing for some,School closure
Congo,2020-05-18,Stay at home [2]: required with exception,Stay at home
Congo,2020-06-02,Public transport [1]: recommended closure or volume reduction,Public transport
Congo,2020-06-02,Workplace closure [2]: required closing for some,Workplace closure
Congo,2020-07-21,Internal movement [0]: no measures,Internal movement
Congo,2020-07-21,Public transport [0]: no measures,Public transport
Congo,2020-08-04,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Congo,2020-08-24,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Congo,2020-08-25,Public campaign [0]: no measures,Public campaign
Congo,2020-09-22,Public campaign [2]: coordinated public information campaign,Public campaign
Congo,2020-09-28,Workplace closure [2]: required closing for some,Workplace closure
Costa Rica,2020-01-01,International travel [0]: no measures,International travel
Costa Rica,2020-01-01,Public campaign [0]: no measures,Public campaign
Costa Rica,2020-01-01,Public events [0]: no measures,Public events
Costa Rica,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Costa Rica,2020-01-01,School closure [0]: no measures,School closure
Costa Rica,2020-01-01,Stay at home [0]: no measures,Stay at home
Costa Rica,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Costa Rica,2020-02-03,Public campaign [2]: coordinated public information campaign,Public campaign
Costa Rica,2020-03-10,Public events [2]: required cancellation,Public events
Costa Rica,2020-03-10,Workplace closure [2]: required closing for some,Workplace closure
Costa Rica,2020-03-12,School closure [2]: required closing for some,School closure
Costa Rica,2020-03-17,Internal movement [2]: required restriction,Internal movement
Costa Rica,2020-03-17,International travel [4]: Total border closure,International travel
Costa Rica,2020-03-17,School closure [3]: required closing for all,School closure
Costa Rica,2020-03-21,Public transport [2]: required closure,Public transport
Costa Rica,2020-04-01,Stay at home [1]: recommended,Stay at home
Costa Rica,2020-04-13,Public transport [1]: recommended closure or volume reduction,Public transport
Costa Rica,2020-04-13,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Costa Rica,2020-04-27,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
